FISHERY,YEAR,SPECIES,HARVEST
Hand Troll Traditional,1982,CHINOOK,NA
Hand Troll Traditional,1982,JACKS,NA
Hand Troll Traditional,1982,SOCKEYE,NA
Hand Troll Traditional,1982,COHO,NA
Hand Troll Traditional,1982,PINK,NA
Hand Troll Traditional,1982,CHUM,NA
Hand Troll Traditional,1982,TOTAL,NA
Hand Troll Hatchery Terminal,1982,CHINOOK,NA
Hand Troll Hatchery Terminal,1982,JACKS,NA
Hand Troll Hatchery Terminal,1982,SOCKEYE,NA
Hand Troll Hatchery Terminal,1982,COHO,NA
Hand Troll Hatchery Terminal,1982,PINK,NA
Hand Troll Hatchery Terminal,1982,CHUM,NA
Hand Troll Hatchery Terminal,1982,TOTAL,NA
Hand Troll Spring Fishery,1982,CHINOOK,NA
Hand Troll Spring Fishery,1982,JACKS,NA
Hand Troll Spring Fishery,1982,SOCKEYE,NA
Hand Troll Spring Fishery,1982,COHO,NA
Hand Troll Spring Fishery,1982,PINK,NA
Hand Troll Spring Fishery,1982,CHUM,NA
Hand Troll Spring Fishery,1982,TOTAL,NA
Power Troll Total,1982,CHINOOK,NA
Power Troll Total,1982,JACKS,NA
Power Troll Total,1982,SOCKEYE,NA
Power Troll Total,1982,COHO,NA
Power Troll Total,1982,PINK,NA
Power Troll Total,1982,CHUM,NA
Power Troll Total,1982,TOTAL,NA
Power Troll Traditional,1982,CHINOOK,
Power Troll Traditional,1982,JACKS,
Power Troll Traditional,1982,SOCKEYE,
Power Troll Traditional,1982,COHO,
Power Troll Traditional,1982,PINK,
Power Troll Traditional,1982,CHUM,
Power Troll Traditional,1982,TOTAL,
Power Troll Hatchery Terminal,1982,CHINOOK,NA
Power Troll Hatchery Terminal,1982,JACKS,NA
Power Troll Hatchery Terminal,1982,SOCKEYE,NA
Power Troll Hatchery Terminal,1982,COHO,NA
Power Troll Hatchery Terminal,1982,PINK,NA
Power Troll Hatchery Terminal,1982,CHUM,NA
Power Troll Hatchery Terminal,1982,TOTAL,NA
Power Troll Spring Fishery,1982,CHINOOK,NA
Power Troll Spring Fishery,1982,JACKS,NA
Power Troll Spring Fishery,1982,SOCKEYE,NA
Power Troll Spring Fishery,1982,COHO,NA
Power Troll Spring Fishery,1982,PINK,NA
Power Troll Spring Fishery,1982,CHUM,NA
Power Troll Spring Fishery,1982,TOTAL,NA
Total Annette Island Reservation,1982,CHINOOK,285
Total Annette Island Reservation,1982,JACKS,0
Total Annette Island Reservation,1982,SOCKEYE,45905
Total Annette Island Reservation,1982,COHO,9736
Total Annette Island Reservation,1982,PINK,584440
Total Annette Island Reservation,1982,CHUM,39449
Total Annette Island Reservation,1982,TOTAL,679815
Annette Island Purse Seine,1982,CHINOOK,18
Annette Island Purse Seine,1982,JACKS,0
Annette Island Purse Seine,1982,SOCKEYE,2430
Annette Island Purse Seine,1982,COHO,3024
Annette Island Purse Seine,1982,PINK,422196
Annette Island Purse Seine,1982,CHUM,12635
Annette Island Purse Seine,1982,TOTAL,440303
Annette Island Drift Gillnet,1982,CHINOOK,267
Annette Island Drift Gillnet,1982,JACKS,0
Annette Island Drift Gillnet,1982,SOCKEYE,43475
Annette Island Drift Gillnet,1982,COHO,6712
Annette Island Drift Gillnet,1982,PINK,162244
Annette Island Drift Gillnet,1982,CHUM,26814
Annette Island Drift Gillnet,1982,TOTAL,239512
Total Annette Island Troll,1982,CHINOOK,0
Total Annette Island Troll,1982,JACKS,0
Total Annette Island Troll,1982,SOCKEYE,0
Total Annette Island Troll,1982,COHO,0
Total Annette Island Troll,1982,PINK,0
Total Annette Island Troll,1982,CHUM,0
Total Annette Island Troll,1982,TOTAL,0
Annette Island Hand Troll,1982,CHINOOK,0
Annette Island Hand Troll,1982,JACKS,0
Annette Island Hand Troll,1982,SOCKEYE,0
Annette Island Hand Troll,1982,COHO,0
Annette Island Hand Troll,1982,PINK,0
Annette Island Hand Troll,1982,CHUM,0
Annette Island Hand Troll,1982,TOTAL,0
Annette Island Power Troll,1982,CHINOOK,0
Annette Island Power Troll,1982,JACKS,0
Annette Island Power Troll,1982,SOCKEYE,0
Annette Island Power Troll,1982,COHO,0
Annette Island Power Troll,1982,PINK,0
Annette Island Power Troll,1982,CHUM,0
Annette Island Power Troll,1982,TOTAL,0
Hatchery Cost Recovery,1982,CHINOOK,0
Hatchery Cost Recovery,1982,JACKS,0
Hatchery Cost Recovery,1982,SOCKEYE,1
Hatchery Cost Recovery,1982,COHO,12514
Hatchery Cost Recovery,1982,PINK,7346
Hatchery Cost Recovery,1982,CHUM,778
Hatchery Cost Recovery,1982,TOTAL,20639
Miscellaneous,1982,CHINOOK,963
Miscellaneous,1982,JACKS,0
Miscellaneous,1982,SOCKEYE,205
Miscellaneous,1982,COHO,2898
Miscellaneous,1982,PINK,4002
Miscellaneous,1982,CHUM,345
Miscellaneous,1982,TOTAL,8413
Southern Totals,1982,CHINOOK,64359
Southern Totals,1982,JACKS,0
Southern Totals,1982,SOCKEYE,840613
Southern Totals,1982,COHO,523593
Southern Totals,1982,PINK,12831117
Southern Totals,1982,CHUM,812508
Southern Totals,1982,TOTAL,15072190
Northern Totals,1982,CHINOOK,147532
Northern Totals,1982,JACKS,0
Northern Totals,1982,SOCKEYE,426295
Northern Totals,1982,COHO,825675
Northern Totals,1982,PINK,10943373
Northern Totals,1982,CHUM,584425
Northern Totals,1982,TOTAL,12927300
Yakutat,1982,CHINOOK,5621
Yakutat,1982,JACKS,0
Yakutat,1982,SOCKEYE,212887
Yakutat,1982,COHO,162430
Yakutat,1982,PINK,9860
Yakutat,1982,CHUM,6328
Yakutat,1982,TOTAL,397126
Region Totals,1982,CHINOOK,217512
Region Totals,1982,JACKS,0
Region Totals,1982,SOCKEYE,1479795
Region Totals,1982,COHO,1511698
Region Totals,1982,PINK,23784350
Region Totals,1982,CHUM,1403261
Region Totals,1982,TOTAL,28396616
Total Purse Seine,1983,CHINOOK,13394
Total Purse Seine,1983,JACKS,166
Total Purse Seine,1983,SOCKEYE,778195
Total Purse Seine,1983,COHO,338881
Total Purse Seine,1983,PINK,33666234
Total Purse Seine,1983,CHUM,579168
Total Purse Seine,1983,TOTAL,35376038
Southern Purse Seine Total,1983,CHINOOK,10722
Southern Purse Seine Total,1983,JACKS,60
Southern Purse Seine Total,1983,SOCKEYE,717679
Southern Purse Seine Total,1983,COHO,284424
Southern Purse Seine Total,1983,PINK,28342648
Southern Purse Seine Total,1983,CHUM,307803
Southern Purse Seine Total,1983,TOTAL,29663336
Southern Purse Seine Traditional,1983,CHINOOK,10722
Southern Purse Seine Traditional,1983,JACKS,60
Southern Purse Seine Traditional,1983,SOCKEYE,717679
Southern Purse Seine Traditional,1983,COHO,284424
Southern Purse Seine Traditional,1983,PINK,28342648
Southern Purse Seine Traditional,1983,CHUM,307803
Southern Purse Seine Traditional,1983,TOTAL,29663336
Southern Purse Seine Hatchery Terminal,1983,CHINOOK,0
Southern Purse Seine Hatchery Terminal,1983,JACKS,0
Southern Purse Seine Hatchery Terminal,1983,SOCKEYE,0
Southern Purse Seine Hatchery Terminal,1983,COHO,0
Southern Purse Seine Hatchery Terminal,1983,PINK,0
Southern Purse Seine Hatchery Terminal,1983,CHUM,0
Southern Purse Seine Hatchery Terminal,1983,TOTAL,0
Northern Purse Seine Total,1983,CHINOOK,2672
Northern Purse Seine Total,1983,JACKS,106
Northern Purse Seine Total,1983,SOCKEYE,60516
Northern Purse Seine Total,1983,COHO,54457
Northern Purse Seine Total,1983,PINK,5323586
Northern Purse Seine Total,1983,CHUM,271365
Northern Purse Seine Total,1983,TOTAL,5712702
Northern Purse Seine Traditional,1983,CHINOOK,2672
Northern Purse Seine Traditional,1983,JACKS,106
Northern Purse Seine Traditional,1983,SOCKEYE,60516
Northern Purse Seine Traditional,1983,COHO,54457
Northern Purse Seine Traditional,1983,PINK,5323586
Northern Purse Seine Traditional,1983,CHUM,271365
Northern Purse Seine Traditional,1983,TOTAL,5712702
Northern Purse Seine Hatchery Terminal,1983,CHINOOK,0
Northern Purse Seine Hatchery Terminal,1983,JACKS,0
Northern Purse Seine Hatchery Terminal,1983,SOCKEYE,0
Northern Purse Seine Hatchery Terminal,1983,COHO,0
Northern Purse Seine Hatchery Terminal,1983,PINK,0
Northern Purse Seine Hatchery Terminal,1983,CHUM,0
Northern Purse Seine Hatchery Terminal,1983,TOTAL,0
Total Drift Gillnet,1983,CHINOOK,4598
Total Drift Gillnet,1983,JACKS,0
Total Drift Gillnet,1983,SOCKEYE,586574
Total Drift Gillnet,1983,COHO,210332
Total Drift Gillnet,1983,PINK,1209372
Total Drift Gillnet,1983,CHUM,516639
Total Drift Gillnet,1983,TOTAL,2527515
Tree Point,1983,CHINOOK,1113
Tree Point,1983,JACKS,0
Tree Point,1983,SOCKEYE,135903
Tree Point,1983,COHO,41556
Tree Point,1983,PINK,773126
Tree Point,1983,CHUM,139411
Tree Point,1983,TOTAL,1091109
Prince of Wales,1983,CHINOOK,567
Prince of Wales,1983,JACKS,0
Prince of Wales,1983,SOCKEYE,48842
Prince of Wales,1983,COHO,62442
Prince of Wales,1983,PINK,208290
Prince of Wales,1983,CHUM,20144
Prince of Wales,1983,TOTAL,340285
Stikine,1983,CHINOOK,47
Stikine,1983,JACKS,0
Stikine,1983,SOCKEYE,178
Stikine,1983,COHO,15369
Stikine,1983,PINK,4171
Stikine,1983,CHUM,675
Stikine,1983,TOTAL,20440
Taku-Snettisham,1983,CHINOOK,888
Taku-Snettisham,1983,JACKS,0
Taku-Snettisham,1983,SOCKEYE,31821
Taku-Snettisham,1983,COHO,21455
Taku-Snettisham,1983,PINK,66239
Taku-Snettisham,1983,CHUM,15264
Taku-Snettisham,1983,TOTAL,135667
Lynn Canal,1983,CHINOOK,1983
Lynn Canal,1983,JACKS,0
Lynn Canal,1983,SOCKEYE,369830
Lynn Canal,1983,COHO,69510
Lynn Canal,1983,PINK,157546
Lynn Canal,1983,CHUM,341145
Lynn Canal,1983,TOTAL,940014
Drift Gillnet Hatchery Terminal,1983,CHINOOK,0
Drift Gillnet Hatchery Terminal,1983,JACKS,0
Drift Gillnet Hatchery Terminal,1983,SOCKEYE,0
Drift Gillnet Hatchery Terminal,1983,COHO,0
Drift Gillnet Hatchery Terminal,1983,PINK,0
Drift Gillnet Hatchery Terminal,1983,CHUM,0
Drift Gillnet Hatchery Terminal,1983,TOTAL,0
Set Gillnet,1983,CHINOOK,976
Set Gillnet,1983,JACKS,0
Set Gillnet,1983,SOCKEYE,152571
Set Gillnet,1983,COHO,81573
Set Gillnet,1983,PINK,25278
Set Gillnet,1983,CHUM,11195
Set Gillnet,1983,TOTAL,271593
Total Troll,1983,CHINOOK,NA
Total Troll,1983,JACKS,NA
Total Troll,1983,SOCKEYE,NA
Total Troll,1983,COHO,NA
Total Troll,1983,PINK,NA
Total Troll,1983,CHUM,NA
Total Troll,1983,TOTAL,NA
Hand Troll Total,1983,CHINOOK,NA
Hand Troll Total,1983,JACKS,NA
Hand Troll Total,1983,SOCKEYE,NA
Hand Troll Total,1983,COHO,NA
Hand Troll Total,1983,PINK,NA
Hand Troll Total,1983,CHUM,NA
Hand Troll Total,1983,TOTAL,NA
Hand Troll Traditional,1983,CHINOOK,NA
Hand Troll Traditional,1983,JACKS,NA
Hand Troll Traditional,1983,SOCKEYE,NA
Hand Troll Traditional,1983,COHO,NA
Hand Troll Traditional,1983,PINK,NA
Hand Troll Traditional,1983,CHUM,NA
Hand Troll Traditional,1983,TOTAL,NA
Hand Troll Hatchery Terminal,1983,CHINOOK,NA
Hand Troll Hatchery Terminal,1983,JACKS,NA
Hand Troll Hatchery Terminal,1983,SOCKEYE,NA
Hand Troll Hatchery Terminal,1983,COHO,NA
Hand Troll Hatchery Terminal,1983,PINK,NA
Hand Troll Hatchery Terminal,1983,CHUM,NA
Hand Troll Hatchery Terminal,1983,TOTAL,NA
Hand Troll Spring Fishery,1983,CHINOOK,NA
Hand Troll Spring Fishery,1983,JACKS,NA
Hand Troll Spring Fishery,1983,SOCKEYE,NA
Hand Troll Spring Fishery,1983,COHO,NA
Hand Troll Spring Fishery,1983,PINK,NA
Hand Troll Spring Fishery,1983,CHUM,NA
Hand Troll Spring Fishery,1983,TOTAL,NA
Power Troll Total,1983,CHINOOK,NA
Power Troll Total,1983,JACKS,NA
Power Troll Total,1983,SOCKEYE,NA
Power Troll Total,1983,COHO,NA
Power Troll Total,1983,PINK,NA
Power Troll Total,1983,CHUM,NA
Power Troll Total,1983,TOTAL,NA
Power Troll Traditional,1983,CHINOOK,
Power Troll Traditional,1983,JACKS,
Power Troll Traditional,1983,SOCKEYE,
Power Troll Traditional,1983,COHO,
Power Troll Traditional,1983,PINK,
Power Troll Traditional,1983,CHUM,
Power Troll Traditional,1983,TOTAL,
Power Troll Hatchery Terminal,1983,CHINOOK,NA
Power Troll Hatchery Terminal,1983,JACKS,NA
Power Troll Hatchery Terminal,1983,SOCKEYE,NA
Power Troll Hatchery Terminal,1983,COHO,NA
Power Troll Hatchery Terminal,1983,PINK,NA
Power Troll Hatchery Terminal,1983,CHUM,NA
Power Troll Hatchery Terminal,1983,TOTAL,NA
Power Troll Spring Fishery,1983,CHINOOK,NA
Power Troll Spring Fishery,1983,JACKS,NA
Power Troll Spring Fishery,1983,SOCKEYE,NA
Power Troll Spring Fishery,1983,COHO,NA
Power Troll Spring Fishery,1983,PINK,NA
Power Troll Spring Fishery,1983,CHUM,NA
Power Troll Spring Fishery,1983,TOTAL,NA
Total Annette Island Reservation,1983,CHINOOK,173
Total Annette Island Reservation,1983,JACKS,0
Total Annette Island Reservation,1983,SOCKEYE,27933
Total Annette Island Reservation,1983,COHO,11222
Total Annette Island Reservation,1983,PINK,1212214
Total Annette Island Reservation,1983,CHUM,22440
Total Annette Island Reservation,1983,TOTAL,1273982
Annette Island Purse Seine,1983,CHINOOK,3
Annette Island Purse Seine,1983,JACKS,0
Annette Island Purse Seine,1983,SOCKEYE,5939
Annette Island Purse Seine,1983,COHO,3335
Annette Island Purse Seine,1983,PINK,999270
Annette Island Purse Seine,1983,CHUM,4996
Annette Island Purse Seine,1983,TOTAL,1013543
Annette Island Drift Gillnet,1983,CHINOOK,170
Annette Island Drift Gillnet,1983,JACKS,0
Annette Island Drift Gillnet,1983,SOCKEYE,21994
Annette Island Drift Gillnet,1983,COHO,7887
Annette Island Drift Gillnet,1983,PINK,212944
Annette Island Drift Gillnet,1983,CHUM,17444
Annette Island Drift Gillnet,1983,TOTAL,260439
Total Annette Island Troll,1983,CHINOOK,0
Total Annette Island Troll,1983,JACKS,0
Total Annette Island Troll,1983,SOCKEYE,0
Total Annette Island Troll,1983,COHO,0
Total Annette Island Troll,1983,PINK,0
Total Annette Island Troll,1983,CHUM,0
Total Annette Island Troll,1983,TOTAL,0
Annette Island Hand Troll,1983,CHINOOK,0
Annette Island Hand Troll,1983,JACKS,0
Annette Island Hand Troll,1983,SOCKEYE,0
Annette Island Hand Troll,1983,COHO,0
Annette Island Hand Troll,1983,PINK,0
Annette Island Hand Troll,1983,CHUM,0
Annette Island Hand Troll,1983,TOTAL,0
Annette Island Power Troll,1983,CHINOOK,0
Annette Island Power Troll,1983,JACKS,0
Annette Island Power Troll,1983,SOCKEYE,0
Annette Island Power Troll,1983,COHO,0
Annette Island Power Troll,1983,PINK,0
Annette Island Power Troll,1983,CHUM,0
Annette Island Power Troll,1983,TOTAL,0
Hatchery Cost Recovery,1983,CHINOOK,0
Hatchery Cost Recovery,1983,JACKS,0
Hatchery Cost Recovery,1983,SOCKEYE,1
Hatchery Cost Recovery,1983,COHO,4220
Hatchery Cost Recovery,1983,PINK,120688
Hatchery Cost Recovery,1983,CHUM,18269
Hatchery Cost Recovery,1983,TOTAL,143178
Miscellaneous,1983,CHINOOK,6
Miscellaneous,1983,JACKS,0
Miscellaneous,1983,SOCKEYE,1218
Miscellaneous,1983,COHO,199
Miscellaneous,1983,PINK,8519
Miscellaneous,1983,CHUM,309
Miscellaneous,1983,TOTAL,10251
Southern Totals,1983,CHINOOK,43255
Southern Totals,1983,JACKS,60
Southern Totals,1983,SOCKEYE,935544
Southern Totals,1983,COHO,549067
Southern Totals,1983,PINK,31355893
Southern Totals,1983,CHUM,512026
Southern Totals,1983,TOTAL,33395845
Northern Totals,1983,CHINOOK,141168
Northern Totals,1983,JACKS,106
Northern Totals,1983,SOCKEYE,464327
Northern Totals,1983,COHO,760724
Northern Totals,1983,PINK,5709803
Northern Totals,1983,CHUM,706042
Northern Totals,1983,TOTAL,7782170
Yakutat,1983,CHINOOK,5141
Yakutat,1983,JACKS,0
Yakutat,1983,SOCKEYE,152825
Yakutat,1983,COHO,95147
Yakutat,1983,PINK,25288
Yakutat,1983,CHUM,11203
Yakutat,1983,TOTAL,289604
Region Totals,1983,CHINOOK,189564
Region Totals,1983,JACKS,166
Region Totals,1983,SOCKEYE,1552696
Region Totals,1983,COHO,1404938
Region Totals,1983,PINK,37090984
Region Totals,1983,CHUM,1229271
Region Totals,1983,TOTAL,41467619
Total Purse Seine,1984,CHINOOK,20762
Total Purse Seine,1984,JACKS,0
Total Purse Seine,1984,SOCKEYE,457160
Total Purse Seine,1984,COHO,350017
Total Purse Seine,1984,PINK,21070834
Total Purse Seine,1984,CHUM,2433749
Total Purse Seine,1984,TOTAL,24332522
Southern Purse Seine Total,1984,CHINOOK,18954
Southern Purse Seine Total,1984,JACKS,0
Southern Purse Seine Total,1984,SOCKEYE,403852
Southern Purse Seine Total,1984,COHO,301314
Southern Purse Seine Total,1984,PINK,16909603
Southern Purse Seine Total,1984,CHUM,960146
Southern Purse Seine Total,1984,TOTAL,18593869
Southern Purse Seine Traditional,1984,CHINOOK,18954
Southern Purse Seine Traditional,1984,JACKS,0
Southern Purse Seine Traditional,1984,SOCKEYE,403852
Southern Purse Seine Traditional,1984,COHO,301314
Southern Purse Seine Traditional,1984,PINK,16909603
Southern Purse Seine Traditional,1984,CHUM,960146
Southern Purse Seine Traditional,1984,TOTAL,18593869
Southern Purse Seine Hatchery Terminal,1984,CHINOOK,0
Southern Purse Seine Hatchery Terminal,1984,JACKS,0
Southern Purse Seine Hatchery Terminal,1984,SOCKEYE,0
Southern Purse Seine Hatchery Terminal,1984,COHO,0
Southern Purse Seine Hatchery Terminal,1984,PINK,0
Southern Purse Seine Hatchery Terminal,1984,CHUM,0
Southern Purse Seine Hatchery Terminal,1984,TOTAL,0
Northern Purse Seine Total,1984,CHINOOK,1808
Northern Purse Seine Total,1984,JACKS,0
Northern Purse Seine Total,1984,SOCKEYE,53308
Northern Purse Seine Total,1984,COHO,48703
Northern Purse Seine Total,1984,PINK,4161231
Northern Purse Seine Total,1984,CHUM,1473603
Northern Purse Seine Total,1984,TOTAL,5738653
Northern Purse Seine Traditional,1984,CHINOOK,1808
Northern Purse Seine Traditional,1984,JACKS,0
Northern Purse Seine Traditional,1984,SOCKEYE,53308
Northern Purse Seine Traditional,1984,COHO,48703
Northern Purse Seine Traditional,1984,PINK,4159670
Northern Purse Seine Traditional,1984,CHUM,1473603
Northern Purse Seine Traditional,1984,TOTAL,5737092
Northern Purse Seine Hatchery Terminal,1984,CHINOOK,0
Northern Purse Seine Hatchery Terminal,1984,JACKS,0
Northern Purse Seine Hatchery Terminal,1984,SOCKEYE,0
Northern Purse Seine Hatchery Terminal,1984,COHO,0
Northern Purse Seine Hatchery Terminal,1984,PINK,1561
Northern Purse Seine Hatchery Terminal,1984,CHUM,0
Northern Purse Seine Hatchery Terminal,1984,TOTAL,1561
Total Drift Gillnet,1984,CHINOOK,10338
Total Drift Gillnet,1984,JACKS,0
Total Drift Gillnet,1984,SOCKEYE,593319
Total Drift Gillnet,1984,COHO,191023
Total Drift Gillnet,1984,PINK,1307853
Total Drift Gillnet,1984,CHUM,1030346
Total Drift Gillnet,1984,TOTAL,3132879
Tree Point,1984,CHINOOK,1494
Tree Point,1984,JACKS,0
Tree Point,1984,SOCKEYE,88431
Tree Point,1984,COHO,35436
Tree Point,1984,PINK,720706
Tree Point,1984,CHUM,227817
Tree Point,1984,TOTAL,1073884
Prince of Wales,1984,CHINOOK,892
Prince of Wales,1984,JACKS,0
Prince of Wales,1984,SOCKEYE,91653
Prince of Wales,1984,COHO,41359
Prince of Wales,1984,PINK,343255
Prince of Wales,1984,CHUM,70303
Prince of Wales,1984,TOTAL,547462
Stikine,1984,CHINOOK,14
Stikine,1984,JACKS,0
Stikine,1984,SOCKEYE,1290
Stikine,1984,COHO,5141
Stikine,1984,PINK,4960
Stikine,1984,CHUM,1892
Stikine,1984,TOTAL,13297
Taku-Snettisham,1984,CHINOOK,1773
Taku-Snettisham,1984,JACKS,0
Taku-Snettisham,1984,SOCKEYE,77233
Taku-Snettisham,1984,COHO,33836
Taku-Snettisham,1984,PINK,145971
Taku-Snettisham,1984,CHUM,86764
Taku-Snettisham,1984,TOTAL,345577
Lynn Canal,1984,CHINOOK,6099
Lynn Canal,1984,JACKS,0
Lynn Canal,1984,SOCKEYE,334582
Lynn Canal,1984,COHO,68215
Lynn Canal,1984,PINK,78000
Lynn Canal,1984,CHUM,642268
Lynn Canal,1984,TOTAL,1129164
Drift Gillnet Hatchery Terminal,1984,CHINOOK,3
Drift Gillnet Hatchery Terminal,1984,JACKS,0
Drift Gillnet Hatchery Terminal,1984,SOCKEYE,11
Drift Gillnet Hatchery Terminal,1984,COHO,6885
Drift Gillnet Hatchery Terminal,1984,PINK,378
Drift Gillnet Hatchery Terminal,1984,CHUM,296
Drift Gillnet Hatchery Terminal,1984,TOTAL,7573
Set Gillnet,1984,CHINOOK,1062
Set Gillnet,1984,JACKS,0
Set Gillnet,1984,SOCKEYE,102565
Set Gillnet,1984,COHO,182256
Set Gillnet,1984,PINK,19870
Set Gillnet,1984,CHUM,32230
Set Gillnet,1984,TOTAL,337983
Total Troll,1984,CHINOOK,NA
Total Troll,1984,JACKS,NA
Total Troll,1984,SOCKEYE,NA
Total Troll,1984,COHO,NA
Total Troll,1984,PINK,NA
Total Troll,1984,CHUM,NA
Total Troll,1984,TOTAL,NA
Hand Troll Total,1984,CHINOOK,NA
Hand Troll Total,1984,JACKS,NA
Hand Troll Total,1984,SOCKEYE,NA
Hand Troll Total,1984,COHO,NA
Hand Troll Total,1984,PINK,NA
Hand Troll Total,1984,CHUM,NA
Hand Troll Total,1984,TOTAL,NA
Hand Troll Traditional,1984,CHINOOK,NA
Hand Troll Traditional,1984,JACKS,NA
Hand Troll Traditional,1984,SOCKEYE,NA
Hand Troll Traditional,1984,COHO,NA
Hand Troll Traditional,1984,PINK,NA
Hand Troll Traditional,1984,CHUM,NA
Hand Troll Traditional,1984,TOTAL,NA
Hand Troll Hatchery Terminal,1984,CHINOOK,NA
Hand Troll Hatchery Terminal,1984,JACKS,NA
Hand Troll Hatchery Terminal,1984,SOCKEYE,NA
Hand Troll Hatchery Terminal,1984,COHO,NA
Hand Troll Hatchery Terminal,1984,PINK,NA
Hand Troll Hatchery Terminal,1984,CHUM,NA
Hand Troll Hatchery Terminal,1984,TOTAL,NA
Hand Troll Spring Fishery,1984,CHINOOK,NA
Hand Troll Spring Fishery,1984,JACKS,NA
Hand Troll Spring Fishery,1984,SOCKEYE,NA
Hand Troll Spring Fishery,1984,COHO,NA
Hand Troll Spring Fishery,1984,PINK,NA
Hand Troll Spring Fishery,1984,CHUM,NA
Hand Troll Spring Fishery,1984,TOTAL,NA
Power Troll Total,1984,CHINOOK,NA
Power Troll Total,1984,JACKS,NA
Power Troll Total,1984,SOCKEYE,NA
Power Troll Total,1984,COHO,NA
Power Troll Total,1984,PINK,NA
Power Troll Total,1984,CHUM,NA
Power Troll Total,1984,TOTAL,NA
Power Troll Traditional,1984,CHINOOK,
Power Troll Traditional,1984,JACKS,
Power Troll Traditional,1984,SOCKEYE,
Power Troll Traditional,1984,COHO,
Power Troll Traditional,1984,PINK,
Power Troll Traditional,1984,CHUM,
Power Troll Traditional,1984,TOTAL,
Power Troll Hatchery Terminal,1984,CHINOOK,NA
Power Troll Hatchery Terminal,1984,JACKS,NA
Power Troll Hatchery Terminal,1984,SOCKEYE,NA
Power Troll Hatchery Terminal,1984,COHO,NA
Power Troll Hatchery Terminal,1984,PINK,NA
Power Troll Hatchery Terminal,1984,CHUM,NA
Power Troll Hatchery Terminal,1984,TOTAL,NA
Power Troll Spring Fishery,1984,CHINOOK,NA
Power Troll Spring Fishery,1984,JACKS,NA
Power Troll Spring Fishery,1984,SOCKEYE,NA
Power Troll Spring Fishery,1984,COHO,NA
Power Troll Spring Fishery,1984,PINK,NA
Power Troll Spring Fishery,1984,CHUM,NA
Power Troll Spring Fishery,1984,TOTAL,NA
Total Annette Island Reservation,1984,CHINOOK,55
Total Annette Island Reservation,1984,JACKS,0
Total Annette Island Reservation,1984,SOCKEYE,33266
Total Annette Island Reservation,1984,COHO,19530
Total Annette Island Reservation,1984,PINK,906840
